gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,exchg,cik,costat,naicsh,sich,ggroup,gind,gsector,gsubind,naics,sic,spcindcd,spcseccd,stko
034056,2020/12/31,2020,INDL,C,D,STD,BJUL,45782C789,INNOVATOR US EQ BFR ETF -JUL,USD,21,,A,,,,,,,525910,6722,,,
034057,2020/12/31,2020,INDL,C,D,STD,EVRG1,30034W007,WESTAR ENERGY INC,USD,0,0000054507,A,,,5510,551010,55,55101010,2211,4911,,,1
034064,2020/12/31,2020,INDL,C,D,STD,SYSX.1,87199L937,SYSOREX INC -OLD,USD,19,,I,423430,5045,4510,451020,45,45102010,423430,5045,,,3
034065,2020/12/31,2020,INDL,C,D,STD,STRO,869367102,SUTRO BIOPHARMA INC,USD,14,0001382101,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
034066,2020/12/31,2020,INDL,C,D,STD,YI,68247Q102,111 INC -ADR,USD,14,0001738906,A,45411,5960,3010,301010,30,30101010,45411,5960,,,0
034067,2020/12/31,2020,INDL,C,D,STD,NIO,62914V106,NIO INC -ADR,USD,11,0001736541,A,336111,3711,2510,251020,25,25102010,336111,3711,,,0
034068,2020/12/31,2020,INDL,C,D,STD,VIOT,92762J103,VIOMI TECHNOLOGY -ADR,USD,14,0001742770,A,3352,3630,2520,252010,25,25201040,3352,3630,,,0
034069,2020/12/31,2020,INDL,C,D,STD,KMED,500767819,KRANESHARES EM HC IDX ETF,USD,17,,A,,,,,,,525910,6722,,,
034074,2020/12/31,2020,INDL,C,D,STD,QTT,74915J107,QUTOUTIAO INC -ADR,USD,14,0001733298,A,519130,7370,5020,502030,50,50203010,519130,7370,,,0
034076,2020/12/31,2020,INDL,C,D,STD,EB,29975E109,EVENTBRITE INC,USD,11,0001475115,A,519130,7370,5020,502030,50,50203010,519130,7370,,,0
034077,2020/12/31,2020,INDL,C,D,STD,ARVN,04335A105,ARVINAS INC,USD,14,0001655759,A,325414,2836,3520,352020,35,35202010,325414,2836,,,0
034078,2020/12/31,2020,INDL,C,D,STD,INMB,45782T105,INMUNE BIO INC,USD,14,0001711754,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
034082,2020/12/31,2020,INDL,C,D,STD,GRTS,39868T105,GRITSTONE BIO INC,USD,14,0001656634,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
034083,2020/12/31,2020,INDL,C,D,STD,QTUM,26922A420,DEFIANCE QUANTUM ETF,USD,17,,A,,,,,,,525910,6722,,,
034084,2020/12/31,2020,INDL,C,D,STD,SKPGF,84651C109,SPARK POWER GROUP INC,CAD,19,,A,,,5510,551050,55,55105020,2211,4991,,,0
034089,2020/12/31,2020,INDL,C,D,STD,EASG,233051218,XTRACKERS MSCI LDRS EQ ETF,USD,17,,A,,,,,,,525910,6722,,,
034090,2020/12/31,2020,INDL,C,D,STD,DVLU,33741L207,DORSEYWRIGHT MNTM & VAL ETF,USD,14,,A,,,,,,,525910,6722,,,
034091,2020/12/31,2020,INDL,C,D,STD,DVOL,33741L108,DORSEYWRIGHT MNTM & LOW ETF,USD,14,,A,,,,,,,525910,6722,,,
034092,2020/12/31,2020,INDL,C,D,STD,BNDW,92206C565,VANGUARD TOTAL WORLD BD ETF,USD,14,,A,,,,,,,525910,6799,,,0
034101,2020/12/31,2020,INDL,C,D,STD,UPWK,91688F104,UPWORK INC,USD,14,0001627475,A,519130,7370,2020,202020,20,20202010,519130,7370,,,0
034102,2020/12/31,2020,INDL,C,D,STD,GH,40131M109,GUARDANT HEALTH INC,USD,14,0001576280,A,325413,2835,3510,351020,35,35102015,325413,2835,,,0
034103,2020/12/31,2020,INDL,C,D,STD,APM,G6096M106,APTORUM GROUP LTD,USD,14,0001734005,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
034106,2020/03/31,2019,INDL,C,D,STD,DRKOF,573074101,MARTELLO TECHNOLGS GRP INC,CAD,19,0001087072,A,,,4510,451020,45,45102030,2111,1311,,,0
034107,2020/12/31,2020,INDL,C,D,STD,CWBHF,16106R109,CHARLOTTES WEB HLDGS INC,USD,19,0001750155,A,325412,2834,3520,352020,35,35202010,325412,2834,,,0
034118,2020/12/31,2020,INDL,C,D,STD,KOD,50015M109,KODIAK SCIENCES INC,USD,14,0001468748,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
034120,2020/12/31,2020,INDL,C,D,STD,TAXF,025072505,AMERICAN CENT DIV MUN BD ETF,USD,17,,A,,,,,,,525910,6722,,,
034121,2020/12/31,2020,INDL,C,D,STD,QINT,025072406,AMRCN CENT QLTY DIV INTL ETF,USD,17,,A,,,,,,,525910,6722,,,
034122,2020/12/31,2020,INDL,C,D,STD,QGRO,025072307,AMRCN CENT STOXX US QLTY ETF,USD,17,,A,,,,,,,525910,6722,,,
034123,2020/12/31,2020,INDL,C,D,STD,TRTY,132061839,CAMBRIA TRINITY ETF,USD,21,,A,,,,,,,525910,6722,,,
034124,2020/12/31,2020,INDL,C,D,STD,RQL.,74935E104,RBC TGT 2024 CORP BD IDX ETF,CAD,7,,A,,,,,,,525910,6722,,,
034125,2020/12/31,2020,INDL,C,D,STD,RQN.,74935C108,RBC TGT 2025 CORP BD IDX ETF,CAD,7,,A,,,,,,,525910,6722,,,
034127,2020/12/31,2020,INDL,C,D,STD,IUS,46138J742,INVESCO RAFI STRATGIC US ETF,USD,14,,A,,,,,,,525910,6722,,,
034128,2020/12/31,2020,INDL,C,D,STD,ISEM,46138J692,INVESCO RAFI STRATEGC EM ETF,USD,14,,A,,,,,,,525910,6722,,,
034129,2020/12/31,2020,INDL,C,D,STD,ISDX,46138J726,INVESCO RFI STRT DV EXUS ETF,USD,14,,A,,,,,,,525910,6722,,,
034130,2020/12/31,2020,INDL,C,D,STD,IUSS,46138J734,INVESCO RAFI STG US SL ETF,USD,14,,A,,,,,,,525910,6722,,,
034132,2020/12/31,2020,INDL,C,D,STD,BSVN,06652N107,BANK7 CORP,USD,14,0001746129,A,522110,6020,4010,401010,40,40101015,522110,6020,,,0
034132,2020/12/31,2020,FS,C,D,STD,BSVN,06652N107,BANK7 CORP,USD,14,0001746129,A,522110,6020,4010,401010,40,40101015,522110,6020,,,0
034133,2020/12/31,2020,INDL,C,D,STD,LKCO,G56981106,LUOKUNG TECHNOLOGY CORP,USD,14,0001487839,A,519130,7370,5020,502030,50,50203010,519130,7370,,,0
034134,2020/12/31,2020,INDL,C,D,STD,BOUT,45782C763,INNOVATOR IBD BRKOT OPT ETF,USD,17,,A,,,,,,,525910,6722,,,
034135,2020/12/31,2020,INDL,C,D,STD,YMAB,984241109,Y MABS THERAPEUTICS INC,USD,14,0001722964,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
034140,2020/12/31,2020,INDL,C,D,STD,MNTV,60878Y108,MOMENTIVE GLOBAL INC,USD,14,0001739936,A,518210,7370,4510,451030,45,45103010,518210,7370,,,0
034141,2020/12/31,2020,INDL,C,D,STD,JMBS,47103U852,JANUS HENDERSON MBS ETF,USD,17,,A,,,,,,,525910,6722,,,
034144,2020/12/31,2020,INDL,C,D,STD,AATP,008389108,AGAPE ATP CORP,USD,19,0001713210,A,424210,5122,3510,351020,35,35102010,424210,5122,,,3
034147,2020/12/31,2020,INDL,C,D,STD,FCRH.,31644P101,FIDELITY US DIV RRC IDX ETF,CAD,7,,A,,,,,,,525910,6722,,,
034148,2020/12/31,2020,INDL,C,D,STD,FCID.,31623D103,FIDELITY INTL HI DIV IDX ETF,CAD,7,,A,,,,,,,525910,6722,,,
034149,2020/12/31,2020,INDL,C,D,STD,FCCD.,31608M102,FIDELITY CAN HI DIV IDX ETF,CAD,7,,A,,,,,,,525910,6722,,,
034150,2020/12/31,2020,INDL,C,D,STD,FCUH.,315740100,FIDELITY US HI DIV CRRY ETF,CAD,7,,A,,,,,,,525910,6722,,,
034151,2020/12/31,2020,INDL,C,D,STD,FCUD.,31645M107,FIDELITY US HI DIV IDX ETF,CAD,7,,A,,,,,,,525910,6722,,,
034152,2020/12/31,2020,INDL,C,D,STD,FCRR.,31644M108,FIDELITY US DIV RR IDX ETF,CAD,7,,A,,,,,,,525910,6722,,,
034153,2020/12/31,2020,INDL,C,D,STD,AFIF,90214Q766,ANFIELD UNIVRSL FXD INCM ETF,USD,21,,A,,,,,,,525910,6722,,,
034159,2020/03/31,2019,INDL,C,D,STD,CNPOF,768014102,RIV CAPITAL INC,CAD,19,,A,,,4020,402030,40,40203010,523999,6799,,,3
034160,2020/12/31,2020,INDL,C,D,STD,OSMT,G6S41R101,OSMOTICA PHARMACEUTIC,USD,14,0001739426,A,325412,2834,3520,352020,35,35202010,325412,2834,,,0
034161,2020/12/31,2020,INDL,C,D,STD,ALLO,019770106,ALLOGENE THERAPEUTICS,USD,14,0001737287,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
034162,2020/12/31,2020,INDL,C,D,STD,ZHOK,78463X145,SPDR SOLACTIVE HONG KONG ETF,USD,17,,I,,,,,,,525910,6722,,,
034163,2020/12/31,2020,INDL,C,D,STD,IMAC,44967K104,IMAC HOLDINGS INC,USD,14,0001729944,A,621498,8093,3510,351020,35,35102020,621498,8093,,,0
034164,2020/12/31,2020,INDL,C,D,STD,EQ,29446K106,EQUILLIUM INC,USD,14,0001746466,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
034172,2020/12/31,2020,INDL,C,D,STD,IBDT,46435U515,ISHARES IBDS DEC 28 TRM ETF,USD,17,,A,,,,,,,525910,6722,,,
034173,2020/12/31,2020,INDL,C,D,STD,VSGX,921910725,VANGUARD ESG INTL STOCK ETF,USD,21,,A,,,,,,,525910,6722,,,
034174,2020/12/31,2020,INDL,C,D,STD,ESGV,921910733,VANGUARD ESG US STOCK ETF,USD,21,,A,,,,,,,525910,6722,,,
034179,2020/12/31,2020,INDL,C,D,STD,UTRN,301505749,VESPER US LC ST REV STGY ETF,USD,17,,A,,,,,,,525910,6722,,,
034185,2020/12/31,2020,INDL,C,D,STD,SDGA,45259A308,IMPACT SHRS SUTBL DV GAL ETF,USD,17,,A,,,,,,,525910,6722,,,
034186,2020/12/31,2020,INDL,C,D,STD,CTK,21718L102,COOTEK CAYMAN I -ADR,USD,11,0001734262,A,511210,7372,4510,451030,45,45103010,511210,7372,,,0
034189,2020/12/31,2020,INDL,C,D,STD,CBNK,139737100,CAPITAL BANCORP INC,USD,14,0001419536,A,522110,6020,4010,401010,40,40101015,522110,6020,,,0
034189,2020/12/31,2020,FS,C,D,STD,CBNK,139737100,CAPITAL BANCORP INC,USD,14,0001419536,A,522110,6020,4010,401010,40,40101015,522110,6020,,,0
034193,2020/12/31,2020,INDL,C,D,STD,SIBN,825704109,SI-BONE INC,USD,14,0001459839,A,339113,3842,3510,351010,35,35101010,339113,3842,,,0
034194,2020/12/31,2020,INDL,C,D,STD,PHAS,717224109,PHASEBIO PHARMACEUTIC,USD,14,0001169245,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
034204,2020/12/31,2020,INDL,C,D,STD,DRMU.,25060W103,DESJARDINS RI US LW IND ETF,CAD,7,,A,,,,,,,525910,6722,,,
034205,2020/12/31,2020,INDL,C,D,STD,DRMC.,25060H106,DESJARDINS RI CAN LW CO2 ETF,CAD,7,,A,,,,,,,525910,6722,,,
034206,2020/12/31,2020,INDL,C,D,STD,DRCU.,25059Q109,DESJARDINS RI AV CAN BD ETF,CAD,7,,A,,,,,,,525910,6722,,,
034207,2020/12/31,2020,INDL,C,D,STD,DRFD.,25059J105,DESJARDINS EX US EX CN ETF,CAD,7,,A,,,,,,,525910,6722,,,
034208,2020/12/31,2020,INDL,C,D,STD,DRFC.,25059K102,DESJARDINS RI CAN MLTFAR ETF,CAD,7,,A,,,,,,,525910,6722,,,
034209,2020/12/31,2020,INDL,C,D,STD,DRFU.,25061M104,DESJARDINS RI US MLTFCTR ETF,CAD,7,,A,,,,,,,525910,6722,,,
034210,2020/12/31,2020,INDL,C,D,STD,PHYL,69344A206,PGIM ACTIVE HGH YD BD ETF,USD,17,,A,,,,,,,525910,6722,,,
034212,2020/12/31,2020,INDL,C,D,STD,LAIX,50736W105,LAIX INC - ADR,USD,11,0001742056,A,611,8200,2530,253020,25,25302010,611,8200,,,0
034215,2020/03/31,2019,INDL,C,D,STD,RKFL,77313J108,ROCKETFUEL BLOCKCHAIN INC,USD,19,0000823546,A,519130,7370,4510,451020,45,45102020,519130,7370,,,3
034216,2020/12/31,2020,INDL,C,D,STD,JHEM,47804J834,JOHN HANK MLTFTR ERG MT ETF,USD,17,,A,,,,,,,525910,6722,,,
034221,2020/12/31,2020,INDL,C,D,STD,NGM,62921N105,NGM BIOPHARMACEUTICAL INC,USD,14,0001426332,A,325414,2836,3520,352020,35,35202010,325414,2836,,,0
034224,2020/12/31,2020,INDL,C,D,STD,POCT,45782C797,INNOVATOR US EQ P B ETF-OCT,USD,21,,A,,,,,,,525910,6722,,,
034225,2020/12/31,2020,INDL,C,D,STD,BOCT,45782C771,INNOVATOR US EQ BUFF ETF-OCT,USD,21,,A,,,,,,,525910,6722,,,
034226,2020/12/31,2020,INDL,C,D,STD,UOCT,45782C821,INNOVATOR US EQ U B ETF-OCT,USD,21,,A,,,,,,,525910,6722,,,
034229,2020/12/31,2020,INDL,C,D,STD,LSAF,90214Q774,LEADERSHRS ALPHAFACT EQ ETF,USD,17,,A,,,,,,,525910,6722,,,
034236,2020/01/31,2019,INDL,C,D,STD,PLAN,03272L108,ANAPLAN INC,USD,11,0001540755,A,519130,7370,4510,451030,45,45103010,518210,7370,,,0
034240,2020/12/31,2020,INDL,C,D,STD,ALAC,G35006108,ALBERTON ACQUISITION,USD,14,0001748621,A,999990,9995,,,,,999990,9995,,,0
034241,2020/09/30,2020,INDL,C,D,STD,TWST,90184D100,TWIST BIOSCIENCE CORP,USD,14,0001581280,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
034242,2020/12/31,2020,INDL,C,D,STD,GBNH,393704309,GREENBROOK TMS INC,USD,14,,A,621420,8093,3510,351020,35,35102015,621420,8093,,,0
034243,2020/04/30,2019,INDL,C,D,STD,ESTC,N14506104,ELASTIC NV,USD,11,0001707753,A,511210,7372,4510,451030,45,45103010,511210,7372,,,0
034245,2020/12/31,2020,INDL,C,D,STD,MUST,19761L607,COLUMBIA MS MUN INCM ETF,USD,17,,A,,,,,,,525910,6722,,,
034248,2020/12/31,2020,INDL,C,D,STD,BSAE,46138J684,INVESCO BS 2021 USD EMD ETF,USD,14,,A,,,,,,,525910,6722,,,
034249,2020/12/31,2020,INDL,C,D,STD,BSDE,46138J650,INVESCO BS 2024 USD EMD ETF,USD,14,,A,,,,,,,525910,6722,,,
034250,2020/12/31,2020,INDL,C,D,STD,BSCE,46138J668,INVESCO BS 2023 USD EMD ETF,USD,14,,A,,,,,,,525910,6722,,,
034251,2020/12/31,2020,INDL,C,D,STD,BSBE,46138J676,INVESCO BS 2022 USD EMD ETF,USD,14,,A,,,,,,,525910,6722,,,
034252,2020/12/31,2020,INDL,C,D,STD,GTIP,381430362,GOLDMAN S INFL PROT BD ETF,USD,21,,A,,,,,,,525910,6722,,,
034253,2020/12/31,2020,INDL,C,D,STD,WBND,52468L810,WESTERN ASSET TR ETF,USD,14,,A,,,,,,,525910,6722,,,
034259,2020/12/31,2020,INDL,C,D,STD,UTZ,918090101,UTZ BRANDS INC,USD,11,,A,311919,2090,3020,302020,30,30202030,311919,2090,,,0
034261,2020/12/31,2020,INDL,C,D,STD,FPXE,33734X788,FIRST TRUST IPOX EEO ETF,USD,14,,A,,,,,,,525910,6722,,,
034266,2020/12/31,2020,INDL,C,D,STD,LOGC,54142F102,LOGICBIO THERAPEUTICS INC,USD,14,0001664106,A,325412,2834,3520,352010,35,35201010,325412,2834,,,0
034270,2020/12/31,2020,INDL,C,D,STD,NIU,65481N100,NIU TECHNOLOGIES -ADR,USD,14,0001744781,A,336991,3751,2510,251020,25,25102020,336991,3751,,,0
034271,2020/12/31,2020,INDL,C,D,STD,FLZA,35473P579,FRANKLIN FTSE SA ETF,USD,17,,A,,,,,,,525910,6722,,,
034272,2020/12/31,2020,INDL,C,D,STD,FLSA,35473P587,FRANKLIN FTSE SAUDI ARAB ETF,USD,17,,A,,,,,,,525910,6722,,,
034273,2020/12/31,2020,INDL,C,D,STD,FLLA,35473P561,FRANKLIN FTSE LATN AMRCA ETF,USD,17,,A,,,,,,,525910,6722,,,
034277,2020/12/31,2020,INDL,C,D,STD,ONEB.,12555Y109,CI ONE NORTH AMERICAN BD ETF,CAD,7,,A,,,,,,,525910,6722,,,
034278,2020/12/31,2020,INDL,C,D,STD,MSC,86389T106,STUDIO CTY INT HDGS LTD-ADR,USD,11,0001713334,A,721120,7990,2530,253010,25,25301010,721120,7990,,,0
034279,2020/12/31,2020,INDL,C,D,STD,RMI,76883F108,RIVERNORTH OPPO MUN FD,USD,11,0001746967,A,,,,,,,525990,6726,,,
034287,2020/12/31,2020,INDL,C,D,STD,GMDA,M47364100,GAMIDA CELL LTD,USD,14,0001600847,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
034290,2020/03/31,2019,INDL,C,D,STD,NVGI,65511R204,NOBLE VICI GROUP INC,USD,19,0001500122,A,519130,7370,4510,451030,45,45103010,519130,7370,,,3
034294,2020/12/31,2020,INDL,C,D,STD,ESPO,92189F114,VANECK VDO GM AND ESP ETF,USD,14,,A,,,,,,,525910,6722,,,
034297,2020/12/31,2020,INDL,C,D,STD,ULNV,73624L106,PORTER HOLDING INTERNATIONAL,USD,19,0001605810,A,54161,8742,2550,255020,25,25502020,54161,8742,,,3
034300,2020/12/31,2020,INDL,C,D,STD,VRRM,92511U102,VERRA MOBILITY CORP,USD,14,0001682745,A,518210,7374,4510,451020,45,45102020,518210,7374,,,0
034301,2020/12/31,2020,INDL,C,D,STD,PQLC,69344A404,PGIM QMA STRTGC ALPH LRG ETF,USD,17,,A,,,,,,,525910,6722,,,
034302,2020/12/31,2020,INDL,C,D,STD,BDIV.,11221W109,BROMPTON GLBL DIV GRTH ETF,CAD,7,,A,,,,,,,525910,6722,,,
034303,2020/12/31,2020,INDL,C,D,STD,BPRF.,11221N109,BROMPTON FLHY & CRMN INV ETF,CAD,7,,A,,,,,,,525910,6722,,,
034304,2020/12/31,2020,INDL,C,D,STD,BFIN.,11221X107,BROMPTON NRTH AMRCN FIN ETF,CAD,7,,A,,,,,,,525910,6722,,,
034308,2020/12/31,2020,INDL,C,D,STD,IEMB.,44932C104,IA CLARINGTON EMB FD ETF,CAD,7,,I,,,,,,,525910,6722,,,
034309,2020/12/31,2020,INDL,C,D,STD,STNE,G85158106,STONECO LTD,USD,14,0001745431,A,522320,6099,4510,451020,45,45102020,522320,6099,,,0
034310,2020/12/31,2020,INDL,C,D,STD,IGLB.,44932A108,IA CLARINGTON GBL BD FD ETF,CAD,7,,I,,,,,,,525910,6722,,,
034311,2020/12/31,2020,INDL,C,D,STD,ICPB.,44931X109,IA CLARINGTON CORE PLUS ETF,CAD,7,,A,,,,,,,525910,6722,,,
034312,2020/12/31,2020,INDL,C,D,STD,ROKT,78468R630,SPDR KENSHO FINAL FRONT ETF,USD,17,,A,,,,,,,525910,6722,,,
034313,2020/12/31,2020,INDL,C,D,STD,KOMP,78468R648,SPDR KENSHO NEW ECO COMP ETF,USD,17,,A,,,,,,,525910,6722,,,
034314,2020/12/31,2020,INDL,C,D,STD,CNRG,78468R655,SPDR KENSHO CLEAN POWER ETF,USD,17,,A,,,,,,,525910,6722,,,
034315,2020/12/31,2020,INDL,C,D,STD,EAGG,46435U549,ISHARES ESG US AGG BD ETF,USD,17,,A,,,,,,,525910,6722,,,
034326,2020/12/31,2020,INDL,C,D,STD,XM,747601201,QUALTRICS INTERNATION,USD,14,0001747748,A,519130,7370,4510,451030,45,45103010,519130,7370,,,0
034327,2020/12/31,2020,INDL,C,D,STD,VAPO,922107107,VAPOTHERM INC,USD,11,0001253176,A,334510,3845,3510,351010,35,35101010,334510,3845,,,0
034328,2020/12/31,2020,INDL,C,D,STD,TC,89856T203,TUANCHE CO LTD -ADR,USD,14,0001743340,A,541890,7389,5020,502010,50,50201010,541890,7389,,,0
034329,2020/12/31,2020,INDL,C,D,STD,DSTL,26922A321,DISTILLATE US FNDMNTL SV ETF,USD,17,,A,,,,,,,525910,6722,,,
034330,2020/12/31,2020,INDL,C,D,STD,AMK,04546L106,ASSETMARK FIN HOLDINGS INC,USD,11,0001591587,A,519130,7370,4020,402030,40,40203010,519130,7370,,,0
034337,2020/12/31,2020,INDL,C,D,STD,ETRN,294600101,EQUITRANS MID CORP,USD,11,0001747009,A,,,1010,101020,10,10102040,486210,4922,,,0
034338,2020/12/31,2020,INDL,C,D,STD,RBKB,762093102,RHINEBECK BANCORP INC,USD,14,0001751783,A,522120,6036,4010,401020,40,40102010,522120,6036,,,0
034338,2020/12/31,2020,FS,C,D,STD,RBKB,762093102,RHINEBECK BANCORP INC,USD,14,0001751783,A,522120,6036,4010,401020,40,40102010,522120,6036,,,0
034339,2020/12/31,2020,INDL,C,D,STD,GEC.UN,37891K109,GLOBAL RE & E-COM DIV FD,CAD,7,,A,,,,,,,525990,6726,,,
034342,2020/12/31,2020,INDL,C,D,STD,AXNX,05465P101,AXONICS INC,USD,14,0001603756,A,334510,3845,3510,351010,35,35101010,334510,3845,,,0
034353,2020/12/31,2020,INDL,C,D,STD,CURLF,23126M102,CURALEAF HOLDINGS INC,USD,19,,A,325412,2834,3520,352020,35,35202010,325412,2834,,,3
034354,2020/12/31,2020,INDL,C,D,STD,MFMS,74933W874,MFAM SMALL-CAP GROWTH ETF,USD,21,,A,,,,,,,525910,6722,,,
034361,2020/12/31,2020,INDL,C,D,STD,ORTX,68570P101,ORCHARD THRPUTCS PLC -ADR,USD,14,0001748907,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
034362,2020/12/31,2020,INDL,C,D,STD,KILO.,74642E306,PURPOSE GOLD BULLION FUND,CAD,7,,A,,,,,,,525910,6722,,,
034363,2020/12/31,2020,INDL,C,D,STD,JMUB,46641Q647,JPMORGAN MUNICIPAL ETF,USD,21,,A,,,,,,,525910,6722,,,
034368,2020/12/31,2020,INDL,C,D,STD,ETHI.,44054C106,HORIZONS GLOBAL SSTNBLTY ETF,CAD,7,,A,,,,,,,525910,6722,,,
034369,2020/12/31,2020,INDL,C,D,STD,KOREF,50067K100,KORE MINING LTD,CAD,19,0001871341,A,,,1510,151040,15,15104030,212221,1040,,,0
034374,2020/12/31,2020,INDL,C,D,STD,FUMB,33740J104,FIRST TRUST ULT SHT DUR ETF,USD,17,,A,,,,,,,525910,6722,,,
034376,2020/03/31,2019,INDL,C,D,STD,ALYA,01643B106,ALITHYA GROUP INC,CAD,14,0001734520,A,,,4510,451020,45,45102010,5415,7370,,,0
034377,2020/12/31,2020,INDL,C,D,STD,FSMB,33739P830,FIRST TRUST SHT DUR MNGD ETF,USD,17,,A,,,,,,,525910,6722,,,
034379,2020/12/31,2020,INDL,C,D,STD,CNF,18979T105,CNFINANCE HLDGS LTD -ADR,USD,11,0001733868,A,522291,6141,4010,401020,40,40102010,522291,6141,,,0
034382,2020/12/31,2020,INDL,C,D,STD,AVCO,05344R104,AVALON GLOBOCARE CORP,USD,14,0001630212,A,531120,6512,3510,351020,35,35102015,531120,6512,,,0
034388,2020/12/31,2020,INDL,C,D,STD,GOAT,92189F122,VANECK MRNGSTR GL WD MT ETF,USD,21,,A,,,,,,,525910,6722,,,
034394,2020/12/31,2020,INDL,C,D,STD,FDNI,33734X770,DOW JONES INTL INTERNET ETF,USD,14,,A,,,,,,,525910,6722,,,
034395,2020/12/31,2020,INDL,C,D,STD,PAWZ,74348A145,PROSHARES PET CARE ETF,USD,21,,A,,,,,,,525910,6722,,,
034398,2020/12/31,2020,INDL,C,D,STD,DURA,92189H102,VANECK MRNGSTR DBLE DND ETF,USD,21,,A,,,,,,,525910,6722,,,
034402,2020/12/31,2020,INDL,C,D,STD,EWCO,46137Y609,S&P500A EQL WGT COM SRV ETF,USD,17,,A,,,,,,,525910,6722,,,
034410,2020/12/31,2020,INDL,C,D,STD,MRNA,60770K107,MODERNA INC,USD,14,0001682852,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
034411,2020/03/31,2019,INDL,C,D,STD,MOGU,608012100,MOGU INC -ADR,USD,11,0001743971,A,454110,5961,2550,255020,25,25502020,454110,5961,,,0
034412,2020/12/31,2020,INDL,C,D,STD,USWS,91274U200,US WELL SERVICES INC,USD,14,0001670349,A,213112,1389,1010,101010,10,10101010,213112,1389,,,0
034413,2020/12/31,2020,INDL,C,D,STD,WEI,94861A108,WEIDAI LTD -ADR,USD,11,0001734902,A,519130,7370,4020,402020,40,40202010,519130,7370,,,0
034414,2020/12/31,2020,INDL,C,D,STD,ALTM,02215L209,ALTUS MIDSTREAM COMPANY,USD,14,0001692787,A,,,1010,101020,10,10102040,486210,4922,,,0
034415,2020/12/31,2020,INDL,C,D,STD,BCSF,05684B107,BAIN CAP SPECIALTY FIN INC,USD,11,0001655050,A,523910,6797,4020,402030,40,40203010,523910,6797,,,0
034418,2020/12/31,2020,INDL,C,D,STD,NFE,644393100,NEW FORTRESS ENERGY INC,USD,14,0001749723,A,,,1010,101020,10,10102030,221210,4924,,,0
034420,2020/12/31,2020,INDL,C,D,STD,MDRR,58403P105,MEDALIST DIVRSFD REIT,USD,14,0001654595,A,531120,6798,6010,601010,60,60101010,531120,6798,,,0
034425,2020/12/31,2020,INDL,C,D,STD,TPRF.,87808Q103,TD ACTIVE PRE SHARE ETF,CAD,7,,A,,,,,,,525910,6722,,,
034426,2020/12/31,2020,INDL,C,D,STD,TCSB.,87241D107,TD SELECT ST CORP BD LDDR ET,CAD,7,,A,,,,,,,525910,6722,,,
034427,2020/12/31,2020,INDL,C,D,STD,TUSB.,87241W105,TD SELECT US ST CORP BD ETF,CAD,7,,A,,,,,,,525910,6722,,,
034428,2020/12/31,2020,INDL,C,D,STD,EARN.,30053B108,EVOLVE ACTIVE GBL FI IN FD,CAD,7,,A,,,,,,,525910,6722,,,
034430,2020/12/31,2020,INDL,C,D,STD,FVTI,34970E203,FORTUNE VALLEY TREASURES INC,USD,19,0001626745,A,4248,5180,2550,255010,25,25501010,4248,5180,,,3
034431,2020/12/31,2020,INDL,C,D,STD,BGRN,46435U440,ISHARES GLOBAL GREEN BD ETF,USD,14,,A,,,,,,,525910,6722,,,
034433,2020/12/31,2020,INDL,C,D,STD,GDMA,02072L870,GADSDEN DYN MULTI ASSET ETF,USD,17,,A,,,,,,,525910,6722,,,
034434,2020/12/31,2020,INDL,C,D,STD,PQSV,69344A602,PGIM QMA STRAT ALP SML C ETF,USD,17,,A,,,,,,,525910,6722,,,
034435,2020/12/31,2020,INDL,C,D,STD,PQSG,69344A503,PGIM QMA STRAT ALP SL GT ETF,USD,17,,A,,,,,,,525910,6722,,,
034439,2020/12/31,2020,INDL,C,D,STD,WTRH,930752100,WAITR HOLDINGS INC,USD,14,0001653247,A,519130,7370,2550,255020,25,25502020,519130,7370,,,0
034440,2020/12/31,2020,INDL,C,D,STD,IBMN,46435U432,ISHARES IBDS SEC 2025 MUN BD,USD,21,,A,,,,,,,525910,6722,,,
034443,2020/12/31,2020,INDL,C,D,STD,DOW,260557103,DOW INC,USD,11,0001751788,A,325211,2821,1510,151010,15,15101010,325211,2821,,,0
034446,2020/12/31,2020,INDL,C,D,STD,SI,82837P408,SILVERGATE CAPITAL CORP,USD,11,0001312109,A,522110,6020,4010,401010,40,40101015,522110,6020,,,0
034446,2020/12/31,2020,FS,C,D,STD,SI,82837P408,SILVERGATE CAPITAL CORP,USD,11,0001312109,A,522110,6020,4010,401010,40,40101015,522110,6020,,,0
